sentence_074.wav|Saya akan meneleponmu nanti sore.
sentence_075.wav|Rencana perjalanan kita sudah siap.
sentence_076.wav|Liburan semester ini mau ke mana?
sentence_077.wav|Pantai adalah tempat favoritku untuk berlibur.
sentence_078.wav|Udara di pegunungan sangat sejuk.
sentence_079.wav|Kami mengambil banyak foto kenangan.
sentence_080.wav|Pengalaman itu tidak akan terlupakan.
sentence_081.wav|Dia adalah teman baik saya sejak kecil.
sentence_082.wav|Kami sering bermain bersama dulu.
sentence_083.wav|Sekarang kami jarang bertemu.
sentence_084.wav|Teknologi berkembang pesat.
sentence_085.wav|Banyak hal baru yang bisa dipelajari.
sentence_086.wav|Jangan pernah berhenti untuk belajar.
sentence_087.wav|Kesabaran adalah kunci keberhasilan.
sentence_088.wav|Usaha keras tidak akan mengkhianati hasil.
sentence_089.wav|Saya percaya kepada kemampuan diri sendiri.
sentence_090.wav|Semua orang punya kelebihan masing-masing.
sentence_091.wav|Mari kita saling menghargai perbedaan.
sentence_092.wav|Gotong royong adalah budaya bangsa kita.
sentence_093.wav|Kebersihan sebagian dari iman.
sentence_094.wav|Buanglah sampah pada tempatnya.
sentence_095.wav|Hemat air untuk masa depan.
sentence_096.wav|Listrik juga perlu dihemat penggunaannya.
sentence_097.wav|Tadi pagi sarapan apa?
sentence_098.wav|Saya sarapan dengan roti dan telur.
sentence_099.wav|Makan siang nanti enaknya apa ya?
sentence_100.wav|Mungkin kita bisa coba restoran baru itu.
sentence_101.wav|Gedung itu memiliki dua puluh lantai.
sentence_102.wav|Lift sedang dalam perbaikan.
sentence_103.wav|Kita harus naik tangga manual.
sentence_104.wav|Saya suka aroma kopi di pagi hari.
sentence_105.wav|Susu coklat juga sangat enak.
sentence_106.wav|Sayuran hijau baik untuk kesehatan mata.
sentence_107.wav|Ikan mengandung banyak protein.
sentence_108.wav|Daging sapi ini dimasak dengan bumbu rendang.
sentence_109.wav|Kue ini rasanya manis sekali.
sentence_110.wav|Es krim vanila adalah kesukaannya.
sentence_111.wav|Angin berhembus pelan sore ini.
sentence_112.wav|Hujan turun dengan sangat deras semalam.
sentence_113.wav|Pelangi muncul setelah hujan reda.
sentence_114.wav|Suhu udara hari ini mencapai tiga puluh derajat.
sentence_115.wav|Dia sedang menulis surat untuk neneknya.
sentence_116.wav|Anak itu sedang menggambar pemandangan gunung.
sentence_117.wav|Mereka bernyanyi dengan suara lantang.
sentence_118.wav|Murid-murid mendengarkan dengan penuh perhatian.
sentence_119.wav|Ujian akan dilaksanakan minggu depan.
sentence_120.wav|Guru menjelaskan pelajaran dengan sabar.
